company_id,year,metric,computed,source,difference,category
LODHA,Mar 2016,ROE,17.694437452806444,10.7,6.99,Version Difference
LODHA,Mar 2019,ROE,42.80135381411091,10.7,32.1,Version Difference
LODHA,Mar 2020,ROE,16.300527240773285,10.7,5.6,Version Difference
LODHA,Mar 2021,ROE,1.0437051532941943,10.7,9.66,Version Difference
LODHA,Mar 2023,ROE,3.8695411829740185,10.7,6.83,Version Difference
LT,Mar 2013,ROE,395.1456310679612,10.49,384.66,Version Difference
LT,Mar 2014,ROE,303.41614906832297,10.49,292.93,Version Difference
LT,Mar 2015,ROE,245.11352418558738,10.49,234.62,Version Difference
LT,Mar 2016,ROE,216.09411764705882,10.49,205.6,Version Difference
LT,Mar 2017,ROE,206.29770992366412,10.49,195.81,Version Difference
LT,Mar 2018,ROE,207.3575129533679,10.49,196.87,Version Difference
LT,Mar 2019,ROE,208.80850194154914,10.49,198.32,Version Difference
LT,Mar 2020,ROE,201.59141376757955,10.49,191.1,Version Difference
LT,Mar 2021,ROE,176.90306681270536,10.49,166.41,Version Difference
LT,Mar 2022,ROE,72.92133258678611,10.49,62.43,Version Difference
LT,Mar 2023,ROE,75.52434908389586,10.49,65.03,Version Difference
LT,Mar 2024,ROE,77.66510140873214,10.49,67.18,Version Difference
LTIM,Mar 2013,ROE,41.97162061239731,26.04,15.93,Version Difference
LTIM,Mar 2014,ROE,61.86335403726708,26.04,35.82,Version Difference
LTIM,Mar 2015,ROE,37.95656465942744,26.04,11.92,Version Difference
LTIM,Mar 2016,ROE,39.34117647058824,26.04,13.3,Version Difference
M&M,Mar 2020,ROE,-0.8031224198754034,17.99,18.79,Version Difference
M&M,Mar 2021,ROE,3.636188735510557,17.99,14.35,Version Difference
MARUTI,Mar 2021,ROE,8.359840764937811,15.75,7.39,Version Difference
MARUTI,Mar 2022,ROE,7.012090434279725,15.75,8.74,Version Difference
MOTHERSON,Mar 2013,ROE,19.746614242027086,11.8,7.95,Version Difference
MOTHERSON,Mar 2014,ROE,37.07333558634674,11.8,25.27,Version Difference
MOTHERSON,Mar 2015,ROE,38.86883273164862,11.8,27.07,Version Difference
MOTHERSON,Mar 2016,ROE,40.34569024334774,11.8,28.55,Version Difference
MOTHERSON,Mar 2017,ROE,26.25725338491296,11.8,14.46,Version Difference
MOTHERSON,Mar 2018,ROE,22.865236746256574,11.8,11.07,Version Difference
MOTHERSON,Mar 2019,ROE,19.13709750980571,11.8,7.34,Version Difference
MOTHERSON,Mar 2022,ROE,5.741208470953954,11.8,6.06,Version Difference
NAUKRI,Mar 2013,ROE,12.5,2.44,10.06,Version Difference
NAUKRI,Mar 2014,ROE,8.928571428571429,2.44,6.49,Version Difference
NAUKRI,Mar 2016,ROE,7.647440051847052,2.44,5.21,Version Difference
NAUKRI,Mar 2017,ROE,-2.701005025125628,2.44,5.14,Version Difference
NAUKRI,Mar 2018,ROE,24.49877750611247,2.44,22.06,Version Difference
NAUKRI,Mar 2019,ROE,23.27959103421156,2.44,20.84,Version Difference
NAUKRI,Mar 2020,ROE,-11.207289293849659,2.44,13.65,Version Difference
NAUKRI,Mar 2021,ROE,26.278724981467754,2.44,23.84,Version Difference
NAUKRI,Mar 2022,ROE,74.71291033522793,2.44,72.27,Version Difference
NESTLEIND,Dec 2013,ROE,47.170608108108105,135.61,88.44,Version Difference
NESTLEIND,Dec 2014,ROE,41.76947479732112,135.61,93.84,Version Difference
NESTLEIND,Dec 2015,ROE,19.985800496982606,135.61,115.62,Version Difference
NESTLEIND,Dec 2016,ROE,30.499695307739184,135.61,105.11,Version Difference
NESTLEIND,Dec 2017,ROE,35.8187134502924,135.61,99.79,Version Difference
NESTLEIND,Dec 2018,ROE,43.75170160631636,135.61,91.86,Version Difference
NESTLEIND,Dec 2019,ROE,102.60688216892598,135.61,33.0,Version Difference
NESTLEIND,Dec 2020,ROE,103.12035661218424,135.61,32.49,Version Difference
NESTLEIND,Dec 2021,ROE,108.83864337101747,135.61,26.77,Version Difference
NESTLEIND,Dec 2022,ROE,97.23464823098821,135.61,38.38,Version Difference
NESTLEIND,Dec 2023,ROE,121.96014640097602,135.61,13.65,Version Difference
NESTLEIND,Mar 2024,ROE,117.75449101796407,135.61,17.86,Version Difference
ONGC,Mar 2016,ROE,6.623393693065202,14.32,7.7,Version Difference
ONGC,Mar 2020,ROE,5.585459084171932,14.32,8.73,Version Difference
PFC,Mar 2017,ROE,6.068666033383091,19.49,13.42,Version Difference
PFC,Mar 2019,ROE,26.824558052672902,19.49,7.33,Version Difference
PFC,Mar 2021,ROE,25.86272154294272,19.49,6.37,Version Difference
PFC,Mar 2022,ROE,26.18449690272895,19.49,6.69,Version Difference
PFC,Mar 2023,ROE,25.165759642577058,19.49,5.68,Version Difference
PFC,Mar 2024,ROE,26.1609340860332,19.49,6.67,Version Difference
PIDILITIND,Mar 2016,ROE,30.591357088703564,22.8,7.79,Version Difference
PNB,Mar 2013,ROE,812.2977346278317,8.7,803.6,Version Difference
PNB,Mar 2014,ROE,393.3618843683083,8.7,384.66,Version Difference
PNB,Mar 2015,ROE,223.2425585813806,8.7,214.54,Version Difference
PNB,Mar 2016,ROE,-163.56011183597388,8.7,172.26,Version Difference
PNB,Mar 2017,ROE,22.212262459662963,8.7,13.51,Version Difference
PNB,Mar 2018,ROE,-184.36596133353632,8.7,193.07,Version Difference
PNB,Mar 2019,ROE,-128.4465366509751,8.7,137.15,Version Difference
PNB,Mar 2021,ROE,30.393594225780983,8.7,21.69,Version Difference
PNB,Mar 2022,ROE,39.87348229772472,8.7,31.17,Version Difference
PNB,Mar 2023,ROE,30.667397060166163,8.7,21.97,Version Difference
PNB,Mar 2024,ROE,61.320565191187306,8.7,52.62,Version Difference
POWERGRID,Mar 2014,ROE,13.107383710876707,19.0,5.89,Version Difference
POWERGRID,Mar 2015,ROE,13.127292593459766,19.0,5.87,Version Difference
POWERGRID,Mar 2016,ROE,13.552422105981352,19.0,5.45,Version Difference
RECLTD,Mar 2018,ROE,13.658401865717442,22.2,8.54,Version Difference
RECLTD,Mar 2019,ROE,16.618421814392402,22.2,5.58,Version Difference
RECLTD,Mar 2020,ROE,14.046388111986891,22.2,8.15,Version Difference
SBILIFE,Mar 2013,ROE,23.026315789473685,12.0,11.03,Version Difference
SBILIFE,Mar 2014,ROE,21.69249106078665,12.0,9.69,Version Difference
SBILIFE,Mar 2015,ROE,20.09368836291913,12.0,8.09,Version Difference
SBILIFE,Mar 2016,ROE,17.832241707162478,12.0,5.83,Version Difference
SBILIFE,Mar 2017,ROE,17.201008645533143,12.0,5.2,Version Difference
SBILIFE,Mar 2018,ROE,17.61642156862745,12.0,5.62,Version Difference
SBILIFE,Mar 2019,ROE,17.51583949313622,12.0,5.52,Version Difference
SHREECEM,Jun 2013,ROE,26.11862643080125,12.2,13.92,Version Difference
SHREECEM,Mar 2017,ROE,17.394128345024683,12.2,5.19,Version Difference
SHRIRAMFIN,Mar 2022,ROE,10.427284920482851,15.9,5.47,Version Difference
SIEMENS,Sep 2014,ROE,13.782857142857145,19.1,5.32,Version Difference
SIEMENS,Sep 2016,ROE,42.83404380420402,19.1,23.73,Version Difference
SIEMENS,Sep 2018,ROE,10.85672972647307,19.1,8.24,Version Difference
SIEMENS,Sep 2019,ROE,12.144988396507902,19.1,6.96,Version Difference
SIEMENS,Sep 2020,ROE,8.1015592077539,19.1,11.0,Version Difference
SIEMENS,Sep 2021,ROE,10.52478979414323,19.1,8.58,Version Difference
SIEMENS,Sep 2022,ROE,13.290267011197244,19.1,5.81,Version Difference
SUNPHARMA,Mar 2013,ROE,23.142094729819878,16.7,6.44,Version Difference
SUNPHARMA,Mar 2018,ROE,6.634650519392389,16.7,10.07,Version Difference
SUNPHARMA,Mar 2019,ROE,7.747108116593012,16.7,8.95,Version Difference
SUNPHARMA,Mar 2020,ROE,9.216834198608197,16.7,7.48,Version Difference
SUNPHARMA,Mar 2021,ROE,4.889912403417773,16.7,11.81,Version Difference
SUNPHARMA,Mar 2022,ROE,7.0587990252233865,16.7,9.64,Version Difference
TATACONSUM,Mar 2016,ROE,-0.5922842964623019,8.32,8.91,Version Difference
TATAMOTORS,Mar 2013,ROE,26.505832026994714,49.4,22.89,Version Difference
TATAMOTORS,Mar 2014,ROE,21.416377050179864,49.4,27.98,Version Difference
TATAMOTORS,Mar 2015,ROE,25.013330489495573,49.4,24.39,Version Difference
TATAMOTORS,Mar 2016,ROE,14.791265579086026,49.4,34.61,Version Difference
TATAMOTORS,Mar 2017,ROE,13.015397333884469,49.4,36.38,Version Difference
TATAMOTORS,Mar 2018,ROE,9.526554051221863,49.4,39.87,Version Difference
TATAMOTORS,Mar 2019,ROE,-47.73093604081158,49.4,97.13,Version Difference
TATAMOTORS,Mar 2020,ROE,-18.984131010320393,49.4,68.38,Version Difference
TATAMOTORS,Mar 2021,ROE,-24.245660397849658,49.4,73.65,Version Difference
TATAMOTORS,Mar 2022,ROE,-25.378694374004173,49.4,74.78,Version Difference
TATAMOTORS,Mar 2023,ROE,5.935307356250828,49.4,43.46,Version Difference
TATAMOTORS,Mar 2024,ROE,37.45613415294755,49.4,11.94,Version Difference
TATAPOWER,Mar 2013,ROE,0.9971625456019456,11.3,10.3,Version Difference
TATAPOWER,Mar 2014,ROE,0.0967663898072736,11.3,11.2,Version Difference
TATAPOWER,Mar 2015,ROE,3.1917865623690456,11.3,8.11,Version Difference
TATASTEEL,Mar 2013,ROE,-21.280580592297788,6.55,27.83,Version Difference
TATASTEEL,Mar 2015,ROE,-12.564994098695333,6.55,19.11,Version Difference
TATASTEEL,Mar 2016,ROE,-1.136467575230952,6.55,7.69,Version Difference
TATASTEEL,Mar 2017,ROE,-11.023559586451254,6.55,17.57,Version Difference
TATASTEEL,Mar 2018,ROE,29.148527213287117,6.55,22.6,Version Difference
TATASTEEL,Mar 2019,ROE,13.234675371780922,6.55,6.68,Version Difference
TATASTEEL,Mar 2022,ROE,36.48016916718366,6.55,29.93,Version Difference
TATASTEEL,Mar 2024,ROE,-5.334926929972293,6.55,11.88,Version Difference
TCS,Mar 2013,ROE,36.51740777253152,0.52,36.0,Version Difference
TCS,Mar 2014,ROE,39.29667649151337,0.52,38.78,Version Difference
TCS,Mar 2015,ROE,39.616865804285574,0.52,39.1,Version Difference
TCS,Mar 2016,ROE,34.2441467807294,0.52,33.72,Version Difference
TCS,Mar 2017,ROE,30.571600900085834,0.52,30.05,Version Difference
TCS,Mar 2018,ROE,30.401278075368854,0.52,29.88,Version Difference
TCS,Mar 2019,ROE,35.28609440332715,0.52,34.77,Version Difference
TCS,Mar 2020,ROE,38.56952666238737,0.52,38.05,Version Difference
TCS,Mar 2021,ROE,37.67311096456215,0.52,37.15,Version Difference
TCS,Mar 2022,ROE,43.13375739014349,0.52,42.61,Version Difference
TCS,Mar 2023,ROE,46.7829337344068,0.52,46.26,Version Difference
TCS,Mar 2024,ROE,50.944313673485176,0.52,50.42,Version Difference
TECHM,Mar 2013,ROE,24.087725764835973,8.63,15.46,Version Difference
TECHM,Mar 2014,ROE,33.34785449793073,8.63,24.72,Version Difference
TECHM,Mar 2015,ROE,21.70966688438929,8.63,13.08,Version Difference
TECHM,Mar 2016,ROE,20.745665136042764,8.63,12.12,Version Difference
TECHM,Mar 2017,ROE,17.34501429701284,8.63,8.72,Version Difference
TECHM,Mar 2018,ROE,20.092341983760548,8.63,11.46,Version Difference
TECHM,Mar 2019,ROE,21.143702243036728,8.63,12.51,Version Difference
TECHM,Mar 2020,ROE,17.865493054600467,8.63,9.24,Version Difference
TECHM,Mar 2021,ROE,17.506535290569072,8.63,8.88,Version Difference
TECHM,Mar 2022,ROE,20.940266309603512,8.63,12.31,Version Difference
TECHM,Mar 2023,ROE,17.3936398796734,8.63,8.76,Version Difference
TITAN,Mar 2015,ROE,26.459143968871597,32.9,6.44,Version Difference
TITAN,Mar 2016,ROE,19.24721984602224,32.9,13.65,Version Difference
TITAN,Mar 2017,ROE,16.46586345381526,32.9,16.43,Version Difference
TITAN,Mar 2018,ROE,21.650294695481335,32.9,11.25,Version Difference
TITAN,Mar 2019,ROE,22.8830313014827,32.9,10.02,Version Difference
TITAN,Mar 2020,ROE,22.38716449242765,32.9,10.51,Version Difference
TITAN,Mar 2021,ROE,12.99186341203148,32.9,19.91,Version Difference
TITAN,Mar 2022,ROE,23.6267870579383,32.9,9.27,Version Difference
TITAN,Mar 2023,ROE,27.626360644671337,32.9,5.27,Version Difference
TORNTPHARM,Mar 2013,ROE,30.590717299578056,24.2,6.39,Version Difference
TORNTPHARM,Mar 2014,ROE,34.8922753547031,24.2,10.69,Version Difference
TORNTPHARM,Mar 2015,ROE,30.148534725010034,24.2,5.95,Version Difference
TORNTPHARM,Mar 2016,ROE,49.59931310818546,24.2,25.4,Version Difference
TORNTPHARM,Mar 2018,ROE,14.665801427644388,24.2,9.53,Version Difference
TORNTPHARM,Mar 2019,ROE,9.227513227513228,24.2,14.97,Version Difference
TORNTPHARM,Mar 2022,ROE,13.052242566773057,24.2,11.15,Version Difference
TRENT,Mar 2013,ROE,-2.1933387489845653,27.2,29.39,Version Difference
TRENT,Mar 2014,ROE,-1.917255297679112,27.2,29.12,Version Difference
TRENT,Mar 2015,ROE,9.071729957805907,27.2,18.13,Version Difference
TRENT,Mar 2016,ROE,3.7568306010928962,27.2,23.44,Version Difference
TRENT,Mar 2017,ROE,5.4945054945054945,27.2,21.71,Version Difference
TRENT,Mar 2018,ROE,5.454545454545454,27.2,21.75,Version Difference
TRENT,Mar 2019,ROE,5.771567436208992,27.2,21.43,Version Difference
TRENT,Mar 2020,ROE,4.438860971524288,27.2,22.76,Version Difference
TRENT,Mar 2021,ROE,-7.825335062689148,27.2,35.03,Version Difference
TRENT,Mar 2022,ROE,1.4805414551607445,27.2,25.72,Version Difference
TRENT,Mar 2023,ROE,15.177195685670261,27.2,12.02,Version Difference
TRENT,Mar 2024,ROE,36.30776794493609,27.2,9.11,Version Difference
